"","portname","code","latitude","longitude","iso3"
"1","Watsi-Genge",NA,-0.9456,20.62966,"COD"
"2","Charlotte (Skidegate)","CASKI",53.24742,-132.00969,"CAN"
"3","Homer","USHOI",59.60159,-151.41553,NA
"4","Hartsdale","USHAS",40.7061,-74.0021,NA
"5","Killingholme","GBKGH",53.64561,-0.21512,NA
"6","Shoreham","GBSHO",50.83232,-0.26934,"GBR"
"7","Southend","GBSND",51.53415,0.7155,"GBR"
"8","Santa Fe","ARSFN",-31.65014,-60.69712,"ARG"
"9","Punta De Palmas","VEPLV",10.4409,-71.63472,"VEN"
"10","Moin Bay","CRMOB",10.00433,-83.07669,"CRI"
"11","Canaport","CACPT",45.2085,-65.98286,"CAN"
"12","Winslow","USWSE",47.62285,-122.51324,"USA"
"13","West Foreland","USWFO",60.7133,-151.71198,NA
"14","Redwood City","USRWC",37.5132,-122.20405,"USA"
"15","Shawano","USSWS",29.24043,-89.3605,"USA"
"16","Mars","USXJB",29.50305,-91.8058,"USA"
"17","Sullom Voe","GBSUL",60.45831,-1.29003,"GBR"
"18","Salina","ITSLA",38.5593,14.87226,NA
"19","Eleusis","GREEU",38.04274,23.51074,"GRC"
"20","Syros (Syra)","GRJSY",37.43767,24.94032,"GRC"
"21","Cebu",NA,10.62832,124.40972,"PHL"
"22","Coco Grove Nature Resort",NA,10.61768,124.2838,"PHL"
"23","Pointe Des Galets","REPDG",-20.93108,55.31133,"REU"
"24","Sulina (Port Et Zone Franche)","ROSUL",45.15849,29.66218,"ROU"
"25","Damman","SADMN",26.48684,50.19733,"SAU"
"26","Tijuana","MXTIJ",32.50821,-117.12305,NA
"27","Jose Ignacio Terminal","UYJIT",-34.84588,-54.63312,"URY"
"28","Khark Island","IRKHK",29.21619,50.33049,"IRN"
"29","Bandar Mahshahr","IRMRX",30.46914,49.17771,"IRN"
"30","Porto Foxi (Sarroch)","ITPFX",39.09045,9.01368,"ITA"
"31","Rharous",NA,16.88259,-1.92331,"MLI"
"32","Ambohitsara",NA,-20.86592,48.46241,"MDG"
"33","Pomala","IDPUM",-4.1828,121.59489,"IDN"
"34","Telok Ayer","IDTKA",-0.76919,109.57272,"IDN"
"35","Lifake",NA,1.06498,22.1408,"COD"
"36","Escravos","NGESC",5.61173,5.20625,"NGA"
"37","My Tho","VNMUT",10.34402,106.3285,"VNM"
"38","Yafala",NA,-1.37229,22.11768,"COD"
"39","Gutthom",NA,6.48444,31.33383,"SSD"
"40","Vum",NA,-3.82254,18.92355,"COD"
"41","Isokolokoto",NA,0.46143,20.97019,"COD"
"42","Koko","NGKOK",5.99881,5.45875,"NGA"
"43","Pugwash","CAPUG",45.84869,-63.66423,"CAN"
"44","Liege (Luik)","BELGG",50.65459,5.6324,"BEL"
"45","Naha","JPNAH",26.2447,127.69245,"JPN"
"46","Cossack Pioneer",NA,-20.6756,116.69787,"AUS"
"47","Des Plaines","USDES",29.93482,-90.36439,"USA"
"48","Oakham Ness","GBOAK",51.42122,0.6342,"GBR"
"49","Hunterston","GBHST",55.74505,-4.86915,"GBR"
"50","Faslane","GBFAS",56.06673,-4.81973,"GBR"
"51","Palma Mallorca","ESPMI",39.56616,2.6445,"ESP"
"52","Moji","JPMOJ",33.95201,130.96633,"JPN"
"53","Sendai",NA,38.27451,141.00557,"JPN"
"54","Port Of Aqtau (Aktau)",NA,43.60967,51.22023,"KAZ"
"55","Bassein","MMBSX",16.78112,94.73082,"MMR"
"56","La Palma","PAPLP",8.40629,-78.14191,"PAN"
"57","Lajes","PTLAJ",39.37902,-31.1711,"PRT"
"58","Mesaieed","QAUMS",24.91738,51.56731,"QAT"
"59","Punta Colorada","ARPCO",-41.69762,-65.03439,"ARG"
"60","South Riding Point","BSSRP",26.62642,-78.23165,"BHS"
"61","Woodlands","SGWDL",1.45201,103.77974,NA
"62","Aioi","JPAIO",34.78907,134.46388,"JPN"
"63","Mukho","KRMUK",37.55231,129.11646,"KOR"
"64","Arman","RUARM",59.54024,150.77662,"RUS"
"65","Tuxpan","MXTUX",20.94442,-97.39383,"MEX"
"66","Puerto Miranda / Maracaibo L.","VEMIV",10.76144,-71.5519,NA
"67","La Salina / Maracaibo L","VELSV",10.37679,-71.4548,NA
"68","Moulmein","MMMNU",16.49322,97.6175,NA
"69","Sidi Kerir","EGSKT",31.05359,29.67018,NA
"70","Stignaesvaerkets Havn","DKSTG",55.20852,11.25443,"DNK"
"71","Inkoo","FIINK",60.04148,24.00623,"FIN"
"72","Crooked Island","BSCRI",22.75116,-74.18962,"BHS"
"73","Barahona","DOBRX",18.21611,-71.08721,"DOM"
"74","Bandar Abbas","IRBND",27.14681,56.20611,"IRN"
"75","Forno","BRFNO",-22.96957,-42.01826,"BRA"
"76","Kalecik","CYKAL",35.32798,33.99319,"CYP"
"77","El Iskandariya","EGALY",31.16936,29.86204,NA
"78","Ras Shukheir","EGRSH",28.13602,33.27519,"EGY"
"79","Lingah","IRLIN",26.55452,54.89053,NA
"80","Basrah","IQBSR",30.51164,47.84923,"IRQ"
"81","Hibiki","JPHBK",33.93027,130.77865,"JPN"
"82","Yawata","JPYWT",33.88705,130.78127,"JPN"
"83","Juaymah Terminal","SAJUT",26.79268,50.01443,"SAU"
"84","Tembladora","TTTEM",10.67923,-61.56864,"TTO"
"85","Haydarpasa","TRHAY",41.00242,29.01452,NA
"86","Foca","TRFOC",38.66761,26.7521,NA
"87","St Thomas Island","VISTT",18.33887,-64.93865,"VIR"
"88","Barcadera","AWBAR",12.48094,-69.99846,"ABW"
"89","Bullen Bay","ANBUB",12.19427,-69.0259,"ANT"
"90","Zayed","AEMZD",24.51602,54.37681,"ARE"
"91","Barbuda","AGBBQ",17.64144,-61.82788,"ATG"
"92","Jiangyin","CNJIA",31.92039,120.17442,"CHN"
"93","Sittwe","MMAKY",20.14001,92.90128,"MMR"
"94","Pointe A La Hache","USPHC",29.57611,-89.79325,"USA"
"95","Port Of Semey",NA,50.43993,80.20868,"KAZ"
"96","Antwerp",NA,51.24332,4.4174,"BEL"
"97","Navarino","GRNAV",36.91472,21.69516,"GRC"
"98","Port Of Atyrau",NA,47.07208,51.86886,"KAZ"
"99","Malingu",NA,-5.87762,16.58492,"COD"
"100","Bolafa",NA,1.53925,22.1123,"COD"
"101","Malta (Valetta)","MTMLA",35.89425,14.51314,"MLT"
"102","N'Gi",NA,-4.41232,17.15382,"COD"
"103","Za'Farana",NA,29.11107,32.66471,"EGY"
"104","Saleologa",NA,-13.74475,-172.21695,"WSM"
"105","Lilo",NA,-0.61864,25.4275,"COD"
"106","Bangu",NA,-0.24726,19.18075,"COD"
"107","Aola Bay","SBAOB",-9.53525,160.49173,NA
"108","Walton","CAWTN",45.23111,-64.00853,"CAN"
"109","Northville (Riverhead)","USNVR",40.91828,-72.65551,"USA"
"110","Felton",NA,20.72725,-75.6073,"CUB"
"111","Tanamo","CUTAN",20.67864,-75.33573,"CUB"
"112","Fraser Mills","CAFRM",49.19981,-122.91238,"CAN"
"113","Berville","FRBEV",49.43485,0.3606,"FRA"
"114","Bagotville","CABGT",48.34383,-70.87961,"CAN"
"115","Norsworthy","USNSW",29.74113,-95.1928,"USA"
"116","Hamaroy","NOHMY",68.08477,15.63392,"NOR"
"117","Melilli","ITMEL",37.10968,15.25179,"ITA"
"118","Studstrupvaerkets Havn","DKSSV",56.24891,10.34783,"DNK"
"119","Bugo",NA,8.50849,124.75312,NA
"120","Nowy Port","PLNOW",54.40853,18.65782,"POL"
"121","Thira","GRJTR",36.3861,25.43119,"GRC"
"122","Mutsuogawara",NA,40.96875,141.38524,"JPN"
"123","Ras Laffan",NA,25.91414,51.59255,NA
"124","Shortland Harbour","SBSHH",-7.08892,155.86379,NA
"125","Hera fishing port",NA,-8.53445,125.68134,"TLS"
"126","Thi Nai",NA,13.7813,109.22867,"VNM"
"127","Ras Zubbaya","AEDUY",24.32187,54.133,"ARE"
"128","New Holland","GBNHO",53.70469,-0.36337,"GBR"
"129","Djerba","TNDJE",33.88626,10.85775,"TUN"
"130","Talca","CLTLX",-36.7283,-73.10178,"CHL"
"131","Kuantan","MYKUA",3.97809,103.42386,"MYS"
"132","Kerteh Terminal","MYKET",4.58999,103.45553,"MYS"
"133","Mokpo","KRMOK",34.78086,126.38245,"KOR"
"134","Port Kelang","MYPKG",3.02802,101.36368,"MYS"
"135","Guaranao Bay","VEGUB",11.66943,-70.21381,"VEN"
"136","Henjam","IRHEJ",26.68227,55.89432,NA
"137","Okayama","JPOKJ",34.604,133.9644,"JPN"
"138","Tianjinxingang","CNTXG",39.08764,117.23743,"CHN"
"139","Fao","IQFAO",29.97458,48.483,"IRQ"
"140","Acapulco","MXACA",16.84868,-99.90401,"MEX"
"141","Banten","IDCIG",-6.01375,105.95816,"IDN"
"142","Ain Sukhna","EGAIS",29.6541,32.34742,"EGY"
"143","Rothesay","GBRAY",55.83818,-5.05427,"GBR"
"144","Port Huron","USPHN",42.9712,-82.42034,"USA"
"145","Patterson","USPAN",48.12044,-123.43221,NA
"146","Stanlow","GBSOW",53.28606,-2.83623,"GBR"
"147","Porvoo","FIPRV",60.38291,25.67178,"FIN"
"148","Misumi","JPMIS",32.60706,130.47129,"JPN"
"149","Oshima","JPOSM",34.74983,139.3575,"JPN"
"150","Nagoya","JPNGO",35.07877,136.86533,"JPN"
"151","Dhuba","SADHU",26.25249,36.44388,"SAU"
"152","La Pampilla","PELPP",-11.95655,-77.13473,"PER"
"153","Providenciales","TCPLS",21.81422,-72.14035,"TCA"
"154","Trinidad","BOTDD",10.65208,-61.51813,"TTO"
"155","Tutunciftlik","TRTUT",40.74509,29.77666,NA
"156","Gokova","TRGKV",37.05086,28.3247,NA
"157","Gulluk","TRGUL",37.22763,27.58976,"TUR"
"158","Haimen","CNHME",31.79178,121.09082,"CHN"
"159","Chennai","INMAA",13.08638,80.29179,"IND"
"160",NA,NA,-6.1084,17.45106,"COD"
"161","Ama",NA,29.93935,-90.31018,"USA"
"162","Port Of Pavlodar",NA,52.26504,76.9375,"KAZ"
"163","Montoir",NA,47.30823,-2.06356,"FRA"
"164","Kingushi Aval",NA,-4.99577,16.5421,"COD"
"165","Sevilla (Seville)","ESSVQ",37.35761,-5.99628,"ESP"
"166","Kikundi",NA,-4.67662,18.73045,"COD"
"167","Bremerton","USPWT",47.55647,-122.64346,"USA"
"168","Hongai","VNHON",20.9484,107.08111,"VNM"
"169","Wamba",NA,-1.56329,22.39548,"COD"
"170","Malela",NA,-0.27757,20.4595,"COD"
"171","Lachine","CALAC",45.43195,-73.67093,"CAN"
"172","Trois-Rivieres (Three Rivers)","CATRR",46.33498,-72.5441,NA
"173","Naryan Mar","RUNNM",67.64154,52.97819,"RUS"
"174","Cape Race","CACRE",46.65998,-53.07504,NA
"175","Lindesnes","NOLDS",58.02451,7.10958,"NOR"
"176","Sortland","NOSLX",68.69851,15.41978,"NOR"
"177","Eemshaven","NLEEM",53.45567,6.81309,"NLD"
"178","Ras Budran",NA,28.94412,33.17307,"EGY"
"179","Kashima","JPKSM",35.92849,140.68824,"JPN"
"180","Mtwapa",NA,-3.95237,39.74008,NA
"181","Sour",NA,33.27516,35.19441,NA
"182","Ruse","BGRDU",43.84213,25.93863,"BGR"
"183","Ringi Cove","SBRIN",-8.12095,157.11375,"SLB"
"184","Allardyce Harbour","SBALB",-7.77671,158.65405,"SLB"
"185","Porto Alexandre","AOPLE",-15.80344,11.82692,"AGO"
"186","Malongo","AOMAL",-5.39638,12.19824,NA
"187","Vita","CUVIT",21.07662,-75.95281,"CUB"
"188","Xingang",NA,38.99875,117.75317,"CHN"
"189","Marans","FRMRN",46.31292,-0.99903,"FRA"
"190","Higashi-Harima","JPTSG",34.7047,134.85507,"JPN"
"191","Labuan","MYLBU",5.27616,115.24334,"MYS"
"192","Butzfleth","DEBUZ",53.65256,9.50928,"DEU"
"193","Brevik","NOBVK",59.05398,9.69912,"NOR"
"194","Coloncha","VECOL",9.22313,-71.80326,"VEN"
"195","El Tablazo / Maracaibo L","VEETV",10.75933,-71.53717,NA
"196","Balogo","PHBLG",13.75936,121.04326,NA
"197","Pyongtaek","KRPTK",36.95051,126.85044,NA
"198","Cumarebo","VECMR",11.48839,-69.35587,"VEN"
"199","Las Piedras","VELSP",11.71858,-70.22181,NA
"200","Patillos","CLPTI",-20.7488,-70.19537,"CHL"
"201","Map Ta Phut","THMAT",12.66904,101.15214,"THA"
"202","Wemyss Bay","GBWMB",55.87592,-4.88938,"GBR"
"203","Clydeport","GBCYP",55.86947,-4.35129,"GBR"
"204","Barrow Island","AUBWB",-20.78873,115.46166,"AUS"
"205","Moskenes","NOMSK",67.90357,13.04609,"NOR"
"206","Ramfjordnes","NORMJ",69.50986,19.00223,"NOR"
"207","Dingle","GBDIN",53.37803,-2.97257,"GBR"
"208","Port Taranaki","NZNPL",-39.05831,174.03565,NA
"209","Marsden Point","NZMAP",-35.83594,174.48896,"NZL"
"210","Douglas","GBDGS",54.14731,-4.47651,"IMN"
"211","Europoort (Europort)","NLEUR",51.95621,4.10797,"NLD"
"212","Cabo Negro","CLCNX",-52.95594,-70.8303,"CHL"
"213","Zhangzhou","CNZZU",24.40777,118.05832,"CHN"
"214","Vadinar","INVAD",22.44433,69.70132,"IND"
"215","Kozhikode","INCCJ",11.26475,75.76653,"IND"
"216","Fukui","JPFKJ",36.20392,136.13697,"JPN"
"217","Ryotsu","JPSDO",38.0852,138.43509,"JPN"
"218","Cul De Sac","LCCDS",13.98204,-61.01169,"LCA"
"219","Misima Island","PGMIS",-10.68796,152.84523,"PNG"
"220","Skredsvik","SESKR",58.38152,11.66347,"SWE"
"221","Saleef Port","YESAL",15.31516,42.66979,"YEM"
"222","Fuikbaai","ANFUI",12.05588,-68.83356,"ANT"
"223","Mina Saqr","AEMSA",25.97176,56.05441,"ARE"
"224","Ed Daliah",NA,33.884,35.47341,NA
"225","Hitachinaka",NA,36.4237,140.61034,"JPN"
"226","Manombo","MGMOB",-22.95701,43.4754,"MDG"
"227","Osaka",NA,34.6416,135.43084,"JPN"
"228","Rochester","USROC",43.25258,-77.60574,"USA"
"229","Kashofu I",NA,-2.22421,29.02856,"COD"
"230","Aguathuna (Port Au Port)","CAPAP",48.54146,-58.7561,NA
"231","Ferndale","USFDT",48.82639,-122.70914,NA
"232","Brooklyn","CABKN",44.05227,-64.69516,"CAN"
"233","Ballast Head","AUBAH",-35.77152,137.78228,"AUS"
"234","Fort Albany","CAFAL",52.22112,-81.67584,"CAN"
"235","Port Arthur","CAPOA",48.43254,-89.21899,NA
"236","Father Point","CAFAP",48.5169,-68.47011,"CAN"
"237","Traver","USTVY",44.76622,-85.62269,"USA"
"238","Ramseur","USRSR",42.62609,-73.7511,"USA"
"239","Thamshavn","NOTHA",63.31983,9.87871,"NOR"
"240","Granton","GBGRN",55.98038,-3.16182,"GBR"
"241","Straumsvik","ISSTR",64.04534,-22.03755,"ISL"
"242","Akrotiri","CYAKT",34.57054,33.03232,"CYP"
"243","Arguineguin","ESARI",27.75727,-15.68331,"ESP"
"244","Tokyo","JPTYO",35.63683,139.80021,"JPN"
"245","Hakata",NA,33.60391,130.40854,"JPN"
"246","Muhammad Bin Qasim","PKBQM",24.76535,67.3265,NA
"247","Barcelona",NA,10.82046,123.55672,NA
"248","Basarabi","ROBAB",44.1792,28.3939,"ROU"
"249","Buka Ipangu",NA,-6.10397,16.6481,"AGO"
"250","Michurin","BGMIC",42.17156,27.85799,"BGR"
"251","Port Kamsar","GNKMR",10.64948,-14.61396,"GIN"
"252","Dibaya",NA,-4.14248,19.86086,"COD"
"253","Bena Dibele",NA,-4.11096,22.82537,"COD"
"254","Bashishombe",NA,-4.64903,21.01084,"COD"
"255","Mapangu",NA,-5.45787,20.9843,"COD"
"256","Kasenyi",NA,1.3931,30.44307,"COD"
"257","Mahagi",NA,2.14212,31.24024,"COD"
"258","Kilwa",NA,-9.28898,28.34162,"COD"
"259","Masia",NA,-3.07379,16.5273,"COD"
"260","Libenge",NA,3.64043,18.62844,"COD"
"261","Zongo",NA,4.35458,18.60014,"COD"
"262","Kamba",NA,-4.0057,22.22002,"COD"
"263","Havana",NA,23.1236,-82.34714,NA
"264","Ibaka",NA,-4.63082,23.22856,"COD"
"265","Gabia",NA,-4.55037,17.12902,"COD"
"266","Popokabaka",NA,-5.69573,16.5787,"COD"
"267","Kasenga",NA,-10.39208,28.62025,"COD"
"268","Pania-Mutombo",NA,-5.18555,23.8513,"COD"
"269","Businga",NA,3.32727,20.87784,"COD"
"270","Kutu",NA,-2.73073,18.14202,"COD"
"271","Keta","GHKIT",5.90744,0.98527,"GHA"
"272","Galle","LKGAL",6.03219,80.23298,NA
"273","Baraderes",NA,18.5029,-73.64318,"HTI"
"274","Lille","FRLLE",50.62586,3.02637,"FRA"
"275","Prudhoe","USPUO",70.3125,-148.31395,"USA"
"276",NA,NA,65.02647,-18.29607,"ISL"
"277","Langkawi","MYLGK",6.31061,99.85596,"MYS"
"278","Sevivara Point","IDSVP",-8.34347,127.1977,"TLS"
"279","Kaohsiung","TWKHH",22.60863,120.28511,"TWN"
"280","Yonkers","USYON",40.93516,-73.90321,"USA"
"281","General Santos","PHDAD",6.09409,125.15525,NA
"282","Kailanga",NA,1.32376,21.71864,"COD"
"283","St Petersburg","RULED",59.94858,30.22013,"RUS"
"284","Puerto Barrios","GTPBR",15.73406,-88.60516,NA
"285","Conakry","GNCKY",9.51828,-13.7125,NA
"286","Jacmel",NA,18.2318,-72.5357,"HTI"
"287","Bocagrande","USBCG",26.74853,-82.25586,NA
"288","Shimizu","JPSMZ",35.00662,138.49723,"JPN"
"289","Limetree Bay","VILIB",17.7008,-64.75497,NA
"290","Larne","GBLAR",54.84893,-5.80023,"GBR"
"291","Tarragona","ESTAR",41.11093,1.2407,"ESP"
"292","Yanonge",NA,0.59753,24.71692,"COD"
"293","Saint George'S","GDSTG",12.05017,-61.74913,"GRD"
"294","Seattle","USSEA",47.59379,-122.33823,"USA"
"295","Vestmanhavn","FOVES",62.15336,-7.16988,"FRO"
"296","Oulu","FIOUL",65.00017,25.43588,"FIN"
"297","Mo I Rana","NOMQN",66.31407,14.13048,"NOR"
"298","Marsaxlokk","MTMAR",35.81691,14.53761,"MLT"
"299","Caticlan",NA,11.92782,121.95044,"PHL"
"300","Sitia","GRJSH",35.21253,26.11098,"GRC"
"301","Qurayyat",NA,23.2573,58.92382,"OMN"
"302","Hadsund","DKHSU",56.71706,10.12581,"DNK"
"303","Rio Marina","ITRMA",42.81354,10.42879,NA
"304","Lorient","FRLRT",47.72968,-3.36081,"FRA"
"305","Binga",NA,2.39416,20.50903,"COD"
"306","Gruvon","SEGRU",59.34149,13.12375,"SWE"
"307","Svelgen","NOSVE",61.76962,5.29368,"NOR"
"308","Ormara","PKORW",25.20276,64.67433,NA
"309","El Minie",NA,34.48356,35.92342,NA
"310","Lubeck","DELBC",53.89636,10.69889,"DEU"
"311","Killybegs","IEKBS",54.63133,-8.44534,"IRL"
"312","Haderslev","DKHAD",55.2476,9.49648,"DNK"
"313","Hirohata","JPHRH",34.78481,134.6237,"JPN"
"314","Kuwait Navy Base",NA,28.86345,48.28194,"KWT"
"315","Bahia de Caraquez","ECBHA",-0.61084,-80.42418,"ECU"
"316","Polloc","PHPLC",7.35111,124.22257,NA
"317","Vavony",NA,-18.76998,49.18276,"MDG"
"318","Port Dover","CAPDV",42.78291,-80.19719,"CAN"
"319","Hobro","DKHBO",56.63844,9.80337,"DNK"
"320","Sharjah","AESHJ",25.36269,55.37687,"ARE"
"321","Alliance","USAIH",29.67435,-89.96531,"USA"
"322","Isthmia","GRITM",37.91645,23.00835,"GRC"
"323","Cotonou","BJCOO",6.34929,2.42593,"BEN"
"324","Levis","CALEV",46.78911,-71.19492,"CAN"
"325","Porto Corsini","ITPCS",44.49452,12.28201,"ITA"
"326","Burgeo","CABUO",47.60924,-57.60936,NA
"327","Limni","GRLII",38.76343,23.32182,"GRC"
"328","Cobh","IECOB",51.84788,-8.32325,"IRL"
"329","Genova",NA,44.40205,8.92996,NA
"330","Leer","DELEE",53.22295,7.46004,"DEU"
"331","Yanai",NA,33.95667,132.13416,"JPN"
"332","Naze",NA,28.38602,129.49498,"JPN"
"333","Baku",NA,40.34486,49.84528,"AZE"
"334","Shelburne","CASBU",43.75676,-65.31997,"CAN"
"335","Hopa","TRHOP",41.40556,41.42923,NA
"336","Soraker","SESOR",62.50187,17.50669,"SWE"
"337","En Naqoura",NA,33.12491,35.14311,"LBN"
"338","El Heri",NA,34.31069,35.71581,"LBN"
"339","Port Colborne","CAPCO",42.87226,-79.24546,NA
"340","Pomoyo",NA,-4.17277,16.53,"COD"
"341","Cadiz","ESCAD",36.53249,-6.28584,"ESP"
"342","Luebo",NA,-5.33897,21.40916,"COD"
"343","Salaverry","PESVY",-8.22857,-78.98235,"PER"
"344","Paita","PEPAI",-5.0847,-81.10577,NA
"345","Redon","FRRDN",47.64521,-2.08906,"FRA"
"346","Ambalavontaka",NA,-21.32497,48.32649,"MDG"
"347","Luabo",NA,-18.39597,36.09244,"MOZ"
"348","Fortune","CAFOR",47.07354,-55.82975,"CAN"
"349","Basongo",NA,-4.32593,20.3647,"COD"
"350","Irebu",NA,-0.60455,17.77738,"COD"
"351","Ampanotoamaizina",NA,-18.70184,49.19784,"MDG"
"352","Sabine","USSAB",29.7191,-93.86484,NA
"353","Fernandina Beach","USFEB",30.6784,-81.46334,"USA"
"354","Basankusu",NA,1.22927,19.80515,"COD"
"355","Kitaibaraki",NA,36.82914,140.78379,"JPN"
"356","Point Comfort","USPCR",28.64406,-96.54913,"USA"
"357","Zelenika","YUZEL",42.45022,18.57279,"MNE"
"358","Bangkok","THBKK",13.70734,100.56578,"THA"
"359","Bangui",NA,4.35808,18.57873,"CAF"
"360","Maluku",NA,-4.05352,15.55272,"COD"
"361","Corail",NA,18.56787,-73.89068,"HTI"
"362","Dong Hoi","VNDOH",17.45737,106.63216,"VNM"
"363","Es Saadiyat",NA,33.6944,35.42614,"LBN"
"364","Talibon",NA,10.15141,124.327,"PHL"
"365","Harper","LRHAR",4.36886,-7.72703,NA
"366","Dongo",NA,2.72481,18.40466,"COD"
"367","Kalundu",NA,-3.43394,29.13003,"COD"
"368","Lukolela",NA,-1.05557,17.18377,"COD"
"369","Uvira",NA,-3.4418,29.1296,"COD"
"370","Lusengo",NA,1.78397,19.40103,"COD"
"371","Favignana","ITFAV",37.93234,12.32716,"ITA"
"372","Portsmouth","GBPME",50.80806,-1.09311,"GBR"
"373","Bujumbura",NA,-3.37743,29.34555,"BDI"
"374","Lulonga",NA,0.63912,18.38224,"COD"
"375","Antsiramihanana",NA,-19.19448,49.00957,"MDG"
"376","Carloforte","ITCLF",39.14699,8.3085,"ITA"
"377","Kavieng","PGKVG",-2.58504,150.78931,"PNG"
"378","Es Safra",NA,34.03494,35.62566,NA
"379","Lokoja",NA,7.79961,6.749,"NGA"
"380","Glomfjord","NOGLO",66.81393,13.9397,"NOR"
"381","Sawakin",NA,19.11574,37.34273,"SDN"
"382","Baddeck","CABAD",46.10014,-60.74807,NA
"383","Dakar","SNDKR",14.68863,-17.42513,NA
"384","Liloan",NA,10.15907,125.12508,"PHL"
"385","Kisangani",NA,0.50677,25.194,"COD"
"386","Kalemie",NA,-5.94774,29.20113,"COD"
"387","Ilebo",NA,-4.33198,20.56961,"COD"
"388","Umm Qasr","IQUQR",30.05038,47.93691,"IRQ"
"389","Bolobo",NA,-2.15393,16.22456,"COD"
"390","Baybay",NA,10.67586,124.79863,NA
"391","Hilongos",NA,10.3707,124.74379,NA
"392","Morondava","MGMOQ",-20.29036,44.27342,NA
"393","Temera",NA,16.99875,-0.89769,"MLI"
"394","Tema","GHTEM",5.63042,0.0057,"GHA"
"395","Lusambo",NA,-4.97534,23.43444,"COD"
"396","Kinshasa",NA,-4.29838,15.32049,"COD"
"397","Wau",NA,7.70905,28.00718,"SSD"
"398","Akula",NA,2.37442,20.18482,"COD"
"399","Mushie",NA,-3.02476,16.92354,"COD"
"400","Niamina",NA,13.31305,-6.98246,"MLI"
"401","Funchal","PTFNC",32.64166,-16.91728,"PRT"
"402","Cheikh Zennad",NA,34.60732,35.98605,NA
"403","Kirango",NA,13.70402,-6.07129,"MLI"
"404","Contrecoeur","CACOC",45.85787,-73.2391,"CAN"
"405","Abidjan","CIABJ",5.31057,-4.01567,"CIV"
"406","Mogadishu",NA,2.02372,45.33836,"SOM"
"407","Amal","SEAMA",59.05472,12.70784,"SWE"
"408","Lome","TGLFW",6.13796,1.27344,"TGO"
"409","Monrovia","LRMLW",6.33922,-10.79589,NA
"410","Freetown","SLFNA",8.49313,-13.21556,NA
"411","Bissau","GWOXB",11.85996,-15.57693,NA
"412","Katonda",NA,-1.99933,29.05244,"COD"
"413","Bugarura",NA,-2.03514,29.06153,"COD"
"414","San Isidro",NA,11.40489,124.35045,"PHL"
"415","Berbera",NA,10.43781,44.99735,NA
"416","Surigao","PHSUG",9.81533,125.45457,"PHL"
"417","Kiumba",NA,-1.94096,29.09117,"COD"
"418","La Louviere","BELLO",50.49633,4.18935,"BEL"
"419","Ardalstangen","NOARD",61.23498,7.70851,"NOR"
"420","Cartagena","COCTG",10.40575,-75.53294,NA
"421","Belawan","IDBLW",3.79246,98.71623,NA
"422","Gorontalo","IDGTO",0.49764,123.06938,NA
"423","Foundiougne","SNFOU",14.1301,-16.46728,"SEN"
"424","Andranokoditra",NA,-18.59749,49.24862,"MDG"
"425","Dusseldorf","DEDUS",51.2165,6.75225,"DEU"
"426","Bukavu",NA,-2.49332,28.85055,"COD"
"427","Goma",NA,-1.6859,29.22245,"COD"
"428","Iharana",NA,-13.3542,50.00626,"MDG"
"429","Odessa","UAODS",46.48652,30.74854,"UKR"
"430","Kherson","UAKHE",46.65936,32.66325,"UKR"
"431","Yalta","UAYAL",44.49547,34.17137,"UKR"
"432","Kerch","UAKEH",45.36156,36.48145,"UKR"
"433","Reni","UARNI",45.42039,28.28888,"UKR"
"434","Mariupol",NA,47.09613,37.57886,"UKR"
"435","Vung Tau","VNVUT",10.33871,107.07185,"VNM"
"436","Owen Sound","CAOWS",44.58452,-80.94519,"CAN"
"437","Parry Sound","CAPRS",45.33901,-80.03586,"CAN"
"438","Port Weller","CAPWE",43.22714,-79.21533,"CAN"
"439","Gatun","PAGTN",9.26823,-79.91489,"PAN"
"440","Mushuni",NA,-4.20396,17.93301,"COD"
"441","Wafania",NA,-1.50699,20.44253,"COD"
"442","Matane","CAYME",48.83754,-67.56091,"CAN"
"443","Isongo",NA,-0.75336,21.25721,"COD"
"444","Verdal","NOVER",63.7849,11.45041,"NOR"
"445","Stewart","CASTW",55.92518,-129.99211,"CAN"
"446","Tshumbiri",NA,-2.64176,16.24109,"COD"
"447","Butala",NA,-4.11384,20.89145,"COD"
"448","Eolo",NA,-3.70276,18.90356,"COD"
"449","Tampina",NA,-18.5248,49.27788,"MDG"
"450","Marovintsy",NA,-19.24634,48.94762,"MDG"
"451","Yumbi",NA,-1.88792,16.56654,"COD"
"452","Mobeka",NA,1.88887,19.76289,"COD"
"453","Iloilo","PHCRT",10.69083,122.58278,NA
"454","Aden","YEADE",12.79655,45.00748,NA
"455","Mangai",NA,-4.05109,19.57509,"COD"
"456","Lodi",NA,-4.02605,21.33528,"COD"
"457","Bokila",NA,-4.02723,21.67708,"COD"
"458","Burea","SEBUR",64.622,21.23904,"SWE"
"459","Fecamp","FRFEC",49.76123,0.36504,"FRA"
"460","Banjul","GMBJL",13.44666,-16.57261,NA
"461","Moa","CUMOA",20.65441,-74.90792,"CUB"
"462","Pilon","CUPIL",19.90244,-77.3213,"CUB"
"463","Tripoli",NA,34.45253,35.8313,"LBN"
"464","Lattakia","SYLTK",35.50998,35.7654,NA
